image_path,n_regions,n_notes,notes_kept_preview,reason
package_aa/000128367-1_1_1/000128367-1_1_1.png,25,26,note.quarter-S0 note.beamedRight1-S0 note.beamedLeft1-S0 note.quarter-S1 note.beamedRight1-S1,count_mismatch
package_ab/220016585-1_1_1/220016585-1_1_1.png,11,12,note.quarter-L2 note.quarter-S2 note.quarter-L2 note.half-S1 note.quarter-L1,count_mismatch
package_aa/000131630-1_2_1/000131630-1_2_1.png,19,7,note.eighth-L3 note.eighth-L4 note.eighth-L5 note.eighth-S4 note.eighth-S5,count_mismatch
package_aa/110000264-1_1_1/110000264-1_1_1.png,5,13,note.quarter-S4 note.quarter-L4 note.quarter-S3 note.quarter-L4 note.quarter-S4,count_mismatch
package_ab/211004481-1_2_1/211004481-1_2_1.png,9,12,note.whole-S4 note.whole-S4 note.half-S4 note.half-S4 note.half-S4,count_mismatch
package_ab/220012867-1_1_2/220012867-1_1_2.png,8,9,note.half-L2 note.quarter-L2 note.quarter-S2 note.quarter-S2 note.quarter-S2,count_mismatch
package_aa/000109273-1_1_1/000109273-1_1_1.png,8,9,note.quarter-S4 note.half-S2 note.quarter-S3 note.quarter-S4 note.half-L6,count_mismatch
package_ab/225001204-1_1_1/225001204-1_1_1.png,5,6,note.half-L2 note.half-L2 note.half-S2 note.half-L3 note.half-S3,count_mismatch
package_ab/201001999-1_7_1/201001999-1_7_1.png,14,16,note.quarter-S2 note.beamedRight1-L3 note.beamedLeft1-S3 note.quarter-S2 note.quarter-S2,count_mismatch
package_ab/211008381-1_15_1/211008381-1_15_1.png,21,17,note.beamedRight2-L6 note.beamedBoth3-S6 note.beamedLeft3-L7 note.beamedRight2-S7 note.beamedBoth2-S7,count_mismatch
package_aa/000105410-1_1_1/000105410-1_1_1.png,19,20,note.beamedRight2-S5 note.beamedBoth2-L5 note.beamedLeft2-S5 note.beamedRight2-L4 note.beamedBoth2-S4,count_mismatch
package_aa/000107571-1_1_1/000107571-1_1_1.png,9,11,note.whole-L3 note.half-S1 note.half-S0 note.half-L1 note.half-L0,count_mismatch
package_aa/000116152-1_1_1/000116152-1_1_1.png,12,14,note.quarter-L4 note.beamedRight1-L4 note.beamedLeft1-S4 note.quarter-L5 note.quarter-L4,count_mismatch
package_aa/100500742-1_3_1/100500742-1_3_1.png,7,9,note.whole-L1 note.whole-L1 note.whole-L1 note.whole-S1 note.whole-L2,count_mismatch
package_ab/200231864-1_2_1/200231864-1_2_1.png,7,8,note.half-L2 note.half-L3 note.half-S3 note.half-L4 note.half-S3,count_mismatch
package_ab/140000058-1_12_1/140000058-1_12_1.png,6,8,note.whole-L2 note.half-S1 note.half-L1 note.half-S0 note.half-L1,count_mismatch
package_ab/211005868-1_1_1/211005868-1_1_1.png,10,11,note.whole-S5 note.eighth-L2 note.eighth-S2 note.eighth-L3 note.half-S3,count_mismatch
package_aa/000100417-1_1_1/000100417-1_1_1.png,12,13,note.half-S4 note.quarter-S3 note.quarter-S2 note.quarter-S4 note.quarter-S3,count_mismatch
package_aa/000120789-1_1_1/000120789-1_1_1.png,10,12,note.quarter-S3 note.quarter-S4 note.quarter-S5 note.quarter-L6 note.half-S6,count_mismatch
package_aa/000104297-1_1_1/000104297-1_1_1.png,8,9,note.whole-L3 note.whole-S3 note.whole-L4 note.whole-S4 note.whole-L5,count_mismatch
package_aa/000109861-4_1_1/000109861-4_1_1.png,25,24,note.beamedRight2-S0 note.beamedBoth2-L0 note.beamedLeft2-S0 note.beamedRight2-L1 note.beamedBoth2-L0,count_mismatch
package_aa/000138484-1_2_1/000138484-1_2_1.png,9,10,note.quarter-S5 note.quarter-S4 note.quarter-L4 note.quarter-S3 note.half-L2,count_mismatch
package_ab/211021870-1_1_1/211021870-1_1_1.png,11,12,note.half-L2 note.beamedRight1-L3 note.beamedLeft1-S3 note.quarter-L4 note.quarter-L3,count_mismatch
package_ab/211008145-1_1_1/211008145-1_1_1.png,13,15,note.whole-L2 note.whole-S2 note.whole-L3 note.whole-L2 note.whole-S2,count_mismatch
package_ab/211006959-1_1_1/211006959-1_1_1.png,10,11,note.whole-S2 note.whole-L3 note.whole-S2 note.half-L2 note.whole-S3,count_mismatch
package_aa/000127382-1_1_1/000127382-1_1_1.png,7,8,note.half-S0 note.whole-S2 note.half-S1 note.whole-L4 note.half-S2,count_mismatch
package_aa/000105238-1_1_1/000105238-1_1_1.png,10,11,note.quarter-L2 note.beamedRight1-S1 note.beamedBoth1-L1 note.beamedBoth1-S0 note.beamedLeft1-L0,count_mismatch
package_ab/201008130-1_2_1/201008130-1_2_1.png,5,6,note.eighth-L0 note.half-L0 note.eighth-L0 note.eighth-L0 note.half-L0,count_mismatch
package_aa/100016960-1_5_1/100016960-1_5_1.png,13,14,note.half-L6 note.half-S5 note.half-L5 note.half-S4 note.quarter-L6,count_mismatch
package_aa/000116669-23_1_1/000116669-23_1_1.png,18,17,note.beamedRight1-S2 note.beamedBoth1-L3 note.beamedBoth1-S3 note.beamedLeft1-L4 note.quarter-S4,count_mismatch
package_ab/180000211-1_1_1/180000211-1_1_1.png,12,13,note.quarter-S3 note.quarter-L3 note.quarter-S2 note.quarter-L2 note.quarter-S2,count_mismatch
package_aa/000112361-1_1_1/000112361-1_1_1.png,16,17,note.quarter-L0 note.eighth-L1 note.eighth-S1 note.quarter-L2 note.beamedRight1-S2,count_mismatch
package_ab/230002467-1_5_1/230002467-1_5_1.png,5,7,note.half-S3 note.half-L5 note.half-L5 note.half-S4 note.half-L4,count_mismatch
package_ab/225000016-1_1_1/225000016-1_1_1.png,14,15,note.half-S-1 note.beamedRight1-S0 note.beamedLeft2-S0 note.beamedRight1-L2 note.beamedLeft2-L2,count_mismatch
package_ab/220019383-1_1_2/220019383-1_1_2.png,9,10,note.half-L1 note.quarter-L1 note.quarter-S0 note.half-L1 note.half-L2,count_mismatch
package_ab/110003394-1_1_1/110003394-1_1_1.png,15,16,note.whole-S5 note.half-S5 note.half-L5 note.whole-S4 note.half-L4,count_mismatch
package_aa/000107360-1_3_2/000107360-1_3_2.png,10,9,note.eighth-L5 note.quarter-L6 note.quarter-L7 note.eighth-L5 note.eighth-S6,count_mismatch
package_aa/000107032-11_1_2/000107032-11_1_2.png,12,13,note.beamedRight1-L1 note.beamedBoth1-S4 note.beamedLeft1-L4 note.beamedRight1-S3 note.beamedBoth1-L3,count_mismatch
package_ab/211008185-1_1_2/211008185-1_1_2.png,8,11,note.whole-L3 note.whole-S1 note.whole-L3 note.half-S2 note.half-S1,count_mismatch
package_aa/000122795-1_1_2/000122795-1_1_2.png,9,11,note.half-S3 note.half-L2 note.half-L0 note.beamedRight1-L0 note.beamedBoth2-S0,count_mismatch
package_aa/000104349-1_1_1/000104349-1_1_1.png,12,14,note.quarter-S2 note.half-S2 note.beamedRight1-S2 note.beamedBoth1-L2 note.beamedLeft1-S1,count_mismatch
package_ab/211002931-1_1_1/211002931-1_1_1.png,7,8,note.half-S1 note.quarter-S2 note.quarter-L3 note.half-S3 note.half-S3,count_mismatch
package_ab/210097091-1_5_1/210097091-1_5_1.png,8,10,note.half-L2 note.quarter-L3 note.quarter-L2 note.half-S0 note.half-S6,count_mismatch
package_ab/190019348-1_1_1/190019348-1_1_1.png,9,10,note.eighth-S5 note.half-L7 note.half-S6 note.half-L6 note.quarter-S5,count_mismatch
package_ab/201004005-1_2_2/201004005-1_2_2.png,8,9,note.quarter-L1 note.half-L2 note.quarter-L2 note.quarter-S2 note.quarter-L2,count_mismatch
package_aa/100500904-1_1_3/100500904-1_1_3.png,8,9,note.quarter-L3 note.eighth-L3 note.quarter-L3 note.quarter-L1 note.quarter-S-1,count_mismatch
package_aa/000117362-3_1_1/000117362-3_1_1.png,7,8,note.whole-L1 note.whole-S4 note.whole-S3 note.whole-L5 note.whole-S4,count_mismatch
package_ab/211005521-1_4_1/211005521-1_4_1.png,12,13,note.half-S4 note.half-S5 note.half-L6 note.whole-S6 note.half-L5,count_mismatch
package_ab/190003051-1_1_1/190003051-1_1_1.png,20,21,note.half-S-1 note.quarter-L3 note.quarter-L2 note.quarter-L1 note.quarter-S0,count_mismatch
package_ab/230005246-1_1_1/230005246-1_1_1.png,16,17,note.quarter-L3 note.quarter-L3 note.quarter-S3 note.quarter-L4 note.quarter-S4,count_mismatch
package_aa/000107277-1_1_1/000107277-1_1_1.png,20,21,note.half-S0 note.quarter-L2 note.quarter-S2 note.quarter-L3 note.beamedRight1-L3,count_mismatch
package_aa/000105846-1_1_1/000105846-1_1_1.png,16,17,note.quarter-S3 note.eighth-S5 note.beamedRight1-S4 note.beamedBoth1-S3 note.beamedBoth1-S4,count_mismatch
package_ab/220034094-1_7_1/220034094-1_7_1.png,7,8,note.half-L5 note.half-S4 note.half-L4 note.half-S4 note.half-S3,count_mismatch
package_aa/000108650-1_1_1/000108650-1_1_1.png,14,13,note.quarter-L2 note.quarter-S2 note.half-L3 note.eighth-S2 note.eighth-L3,count_mismatch
package_ab/220030329-1_1_1/220030329-1_1_1.png,14,15,note.half-S3 note.half-S3 note.half-S2 note.half-L3 note.half-S3,count_mismatch
package_ab/150202552-1_1_2/150202552-1_1_2.png,7,10,note.whole-L3 note.half-S1 note.half-L2 note.half-L1 note.half-L1,count_mismatch
package_aa/000100154-1_1_1/000100154-1_1_1.png,9,14,note.eighth-L3 note.eighth-L3 note.eighth-L3 note.eighth-L3 note.eighth-L3,count_mismatch
package_ab/212002054-1_2_1/212002054-1_2_1.png,18,17,note.quarter-L4 note.beamedRight1-S3 note.beamedLeft1-L3 note.beamedRight1-S2 note.beamedBoth1-L6,count_mismatch
package_aa/110002137-1_1_1/110002137-1_1_1.png,17,18,note.quarter-L4 note.quarter-S3 note.eighth-S3 note.eighth-L4 note.quarter-S4,count_mismatch
package_aa/000110672-1_2_1/000110672-1_2_1.png,10,11,note.half-S-1 note.beamedRight1-S-1 note.beamedBoth2-L-1 note.beamedLeft2-S-1 note.beamedRight2-L0,count_mismatch
package_ab/220011439-1_1_1/220011439-1_1_1.png,13,14,note.half-L4 note.half-S3 note.half-L4 note.half-S2 note.quarter-L3,count_mismatch
package_aa/000122513-1_1_1/000122513-1_1_1.png,18,19,note.half-S0 note.half-S1 note.quarter-S2 note.quarter-S2 note.quarter-S2,count_mismatch
package_aa/000131787-1_1_1/000131787-1_1_1.png,20,21,note.half-S3 note.quarter-S3 note.quarter-L3 note.quarter-S2 note.quarter-L2,count_mismatch
package_ab/220015751-1_1_1/220015751-1_1_1.png,11,12,note.half-S0 note.half-S1 note.half-S2 note.half-L4 note.half-L5,count_mismatch
package_aa/000101647-1_1_1/000101647-1_1_1.png,14,13,note.half-S3 note.eighth-L2 note.eighth-L2 note.eighth-S2 note.eighth-L3,count_mismatch
package_ab/220017473-1_1_1/220017473-1_1_1.png,5,7,note.half-L2 note.whole-L2 note.half-L2 note.half-S1 note.half-L1,count_mismatch
package_ab/190006543-1_3_1/190006543-1_3_1.png,3,4,note.whole-L2 note.whole-S4 note.half-S1 note.half-L2,count_mismatch
package_ab/220020044-1_6_1/220020044-1_6_1.png,18,19,note.half-S4 note.half-L6 note.half-S2 note.quarter-S2 note.quarter-S2,count_mismatch
package_ab/211005791-1_1_2/211005791-1_1_2.png,13,14,note.half-L3 note.half-S3 note.quarter-S3 note.half-S4 note.quarter-L4,count_mismatch
package_aa/000120379-1_1_1/000120379-1_1_1.png,16,17,note.quarter-S5 note.quarter-S4 note.beamedRight1-L5 note.beamedBoth1-S4 note.beamedBoth1-L4,count_mismatch
package_aa/000105169-1_1_1/000105169-1_1_1.png,12,13,note.half-L2 note.quarter-L2 note.half-L4 note.quarter-S5 note.half-L5,count_mismatch
package_ab/201007008-1_1_1/201007008-1_1_1.png,7,9,note.whole-L4 note.whole-S4 note.half-L5 note.quarter-L5 note.quarter-L4,count_mismatch
package_aa/000105619-1_1_1/000105619-1_1_1.png,9,10,note.half-S2 note.half-S1 note.half-L2 note.quarter-L1 note.quarter-S1,count_mismatch
package_ab/220031228-1_1_2/220031228-1_1_2.png,5,7,note.half-S2 note.half-L3 note.half-S1 note.half-S0 note.half-L2,count_mismatch
package_ab/211005672-1_2_1/211005672-1_2_1.png,9,10,note.whole-S2 note.whole-L3 note.whole-S2 note.whole-S1 note.half-L2,count_mismatch
package_ab/230005542-1_1_1/230005542-1_1_1.png,15,16,note.beamedRight1-L2 note.beamedBoth1-S3 note.beamedBoth1-S3 note.beamedBoth1-S3 note.beamedBoth1-S3,count_mismatch
package_ab/211008208-1_1_1/211008208-1_1_1.png,10,11,note.whole-L3 note.whole-L5 note.whole-S5 note.whole-L5 note.whole-S4,count_mismatch
package_ab/211006984-1_2_2/211006984-1_2_2.png,10,13,note.whole-S4 note.whole-S3 note.whole-L4 note.whole-S4 note.half-S4,count_mismatch
package_ab/150203664-1_1_1/150203664-1_1_1.png,19,20,note.half-S0 note.half-S1 note.half-S2 note.half-L4 note.beamedRight2-L5,count_mismatch
package_ab/201004902-1_10_1/201004902-1_10_1.png,10,12,note.half-L2 note.quarter-L2 note.half-L2 note.quarter-L2 note.eighth-S2,count_mismatch
package_ab/211008134-1_1_1/211008134-1_1_1.png,14,16,note.whole-L2 note.whole-S2 note.whole-L3 note.whole-S1 note.whole-L3,count_mismatch
package_aa/000100817-1_1_1/000100817-1_1_1.png,10,11,note.quarter-L5 note.quarter-S3 note.quarter-S2 note.quarter-S1 note.quarter-L0,count_mismatch
package_aa/000116631-1_1_1/000116631-1_1_1.png,17,16,note.quarter-S-1 note.quarter-L3 note.quarter-S-1 note.quarter-S1 note.quarter-L1,count_mismatch
package_ab/150204248-1_1_1/150204248-1_1_1.png,13,16,note.whole-S2 note.half-L2 note.half-S2 note.half-S1 note.half-L1,count_mismatch
package_aa/000100349-1_1_1/000100349-1_1_1.png,25,24,note.beamedRight1-S-2 note.beamedBoth1-S-1 note.beamedBoth1-S0 note.beamedLeft1-S-1 note.beamedRight1-L2,count_mismatch
package_aa/100501022-1_7_3/100501022-1_7_3.png,4,5,note.whole-S3 note.whole-S4 note.whole-L4 note.whole-L4 note.whole-L4,count_mismatch
package_aa/000122389-1_1_1/000122389-1_1_1.png,21,20,note.quarter-S4 note.quarter-L4 note.beamedRight1-S3 note.beamedLeft1-L4 note.beamedRight1-L3,count_mismatch
package_ab/170000085-1_1_1/170000085-1_1_1.png,9,10,note.half-L2 note.half-L2 note.half-S2 note.half-S0 note.half-L4,count_mismatch
package_ab/211008117-1_2_1/211008117-1_2_1.png,15,16,note.whole-S3 note.whole-L3 note.whole-S3 note.whole-L3 note.whole-S2,count_mismatch
package_aa/100501020-1_2_2/100501020-1_2_2.png,10,11,note.whole-S4 note.whole-L5 note.whole-S5 note.whole-S4 note.whole-S4,count_mismatch
package_ab/220017970-1_1_1/220017970-1_1_1.png,12,13,note.half-L1 note.half-L2 note.quarter-S2 note.quarter-L3 note.half-S3,count_mismatch
package_aa/000123440-1_1_1/000123440-1_1_1.png,13,14,note.quarter-S3 note.quarter-S3 note.quarter-L3 note.quarter-L3 note.quarter-S2,count_mismatch
package_ab/211004669-1_4_1/211004669-1_4_1.png,7,8,note.half-S2 note.half-S3 note.half-S4 note.half-S4 note.half-L6,count_mismatch
package_ab/220017573-1_3_1/220017573-1_3_1.png,5,7,note.half-L2 note.half-L1 note.half-S0 note.half-S0 note.quarter-L1,count_mismatch
package_ab/110003195-1_4_1/110003195-1_4_1.png,9,11,note.half-L5 note.half-L5 note.quarter-L5 note.quarter-S3 note.quarter-L4,count_mismatch
package_aa/000108726-1_1_1/000108726-1_1_1.png,11,12,note.half-S4 note.half-S3 note.whole-S5 note.half-S5 note.half-S4,count_mismatch
package_ab/230005022-1_1_1/230005022-1_1_1.png,7,8,note.half-L2 note.half-S2 note.half-L3 note.half-S2 note.half-L2,count_mismatch
package_aa/000140195-1_1_1/000140195-1_1_1.png,21,22,note.quarter-L-1 note.half-S0 note.beamedRight1-S1 note.beamedBoth1-L1 note.beamedBoth1-S0,count_mismatch
package_ab/220019467-1_1_1/220019467-1_1_1.png,5,8,note.half-S1 note.half-S1 note.half-L2 note.half-S2 note.half-S2,count_mismatch
package_ab/201008539-1_8_1/201008539-1_8_1.png,13,14,note.quarter-L7 note.quarter-S7 note.half-S6 note.quarter-L7 note.quarter-S7,count_mismatch
package_aa/000119289-1_3_1/000119289-1_3_1.png,18,19,note.half-L6 note.half-S2 note.quarter-L4 note.quarter-L5 note.quarter-S4,count_mismatch
package_ab/201007184-1_10_1/201007184-1_10_1.png,9,10,note.sixteenth-L3 note.beamedRight1-L3 note.beamedLeft1-S3 note.beamedRight1-L3 note.beamedLeft1-S2,count_mismatch
package_aa/000113831-1_1_1/000113831-1_1_1.png,3,4,note.whole-L4 note.whole-L5 note.whole-S5 note.whole-S6,count_mismatch
package_aa/000105407-1_1_1/000105407-1_1_1.png,12,13,note.beamedRight1-S1 note.beamedBoth1-L1 note.beamedLeft1-S0 note.beamedRight1-S3 note.beamedBoth1-L3,count_mismatch
package_aa/000127105-1_1_1/000127105-1_1_1.png,15,8,note.quarter-L3 note.eighth-L3 note.beamedRight1-S6 note.beamedLeft2-S6 note.beamedRight1-L6,count_mismatch
package_ab/150206399-1_1_1/150206399-1_1_1.png,12,11,note.half-S4 note.half-S5 note.half-S6 note.beamedRight1-S6 note.beamedBoth1-L7,count_mismatch
package_aa/000103095-1_1_1/000103095-1_1_1.png,9,10,note.half-L3 note.whole-S2 note.half-L2 note.whole-S1 note.half-L4,count_mismatch
package_aa/000101333-1_1_2/000101333-1_1_2.png,18,19,note.quarter-L1 note.eighth-L1 note.eighth-L1 note.eighth-L1 note.eighth-L1,count_mismatch
package_aa/100500803-1_7_1/100500803-1_7_1.png,10,12,note.half-L4 note.quarter-L4 note.half-S4 note.quarter-S4 note.half-L4,count_mismatch
package_aa/000106183-1_1_2/000106183-1_1_2.png,13,17,note.beamedRight1-L4 note.beamedBoth1-S3 note.beamedLeft1-L4 note.beamedRight1-S4 note.beamedBoth1-L4,count_mismatch
package_aa/000108031-1_1_1/000108031-1_1_1.png,14,15,note.half-S-1 note.quarter-S6 note.beamedRight2-S6 note.beamedBoth2-L6 note.beamedBoth2-S5,count_mismatch
package_ab/211004638-1_1_1/211004638-1_1_1.png,11,12,note.eighth-L3 note.eighth-L3 note.eighth-S3 note.eighth-S3 note.eighth-L4,count_mismatch
package_aa/000118439-1_1_1/000118439-1_1_1.png,15,16,note.beamedRight1-L2 note.beamedBoth1-S1 note.beamedBoth1-L2 note.beamedBoth1-S2 note.beamedBoth1-L3,count_mismatch
package_aa/000130521-1_1_1/000130521-1_1_1.png,9,10,note.half-L2 note.half-L2 note.half-S2 note.half-L3 note.whole-S2,count_mismatch
package_aa/000103384-1_1_1/000103384-1_1_1.png,16,17,note.half-S0 note.beamedRight1-S2 note.beamedLeft1-S1 note.quarter-S0 note.quarter-S2,count_mismatch
package_ab/211008147-1_1_2/211008147-1_1_2.png,8,9,note.whole-S0 note.whole-L1 note.whole-S1 note.whole-L2 note.whole-S2,count_mismatch
package_aa/000115598-1_1_1/000115598-1_1_1.png,7,8,note.whole-S3 note.half-L5 note.half-L6 note.half-S5 note.half-S3,count_mismatch
package_ab/220013090-1_1_1/220013090-1_1_1.png,12,13,note.whole-S6 note.half-S5 note.half-S4 note.whole-L5 note.whole-L4,count_mismatch
package_ab/220017285-1_1_1/220017285-1_1_1.png,7,8,note.half-S0 note.quarter-S1 note.quarter-L2 note.half-S2 note.half-S4,count_mismatch
package_aa/000106864-1_1_1/000106864-1_1_1.png,9,10,note.half-S3 note.half-S4 note.half-S5 note.half-L6 note.half-L3,count_mismatch
package_ab/230005363-1_2_1/230005363-1_2_1.png,15,16,note.quarter-L1 note.quarter-S1 note.quarter-L1 note.quarter-S0 note.quarter-L2,count_mismatch
package_aa/000138222-1_1_1/000138222-1_1_1.png,17,18,note.quarter-L6 note.half-S-1 note.quarter-S6 note.quarter-L6 note.half-S1,count_mismatch
package_ab/201009258-1_60_1/201009258-1_60_1.png,22,23,note.half-L4 note.quarter-L2 note.quarter-S5 note.quarter-L5 note.quarter-S4,count_mismatch
package_aa/000141841-1_1_1/000141841-1_1_1.png,14,15,note.quarter-S3 note.half-L3 note.quarter-L3 note.quarter-L3 note.eighth-L3,count_mismatch
package_aa/000110767-1_2_1/000110767-1_2_1.png,5,8,note.whole-L3 note.half-S2 note.half-L2 note.whole-S0 note.whole-L0,count_mismatch
package_ab/211002966-1_4_1/211002966-1_4_1.png,12,13,note.whole-L3 note.whole-S2 note.whole-L3 note.whole-S3 note.whole-S3,count_mismatch
package_aa/000122114-1_1_1/000122114-1_1_1.png,33,32,note.beamedRight1-L2 note.beamedBoth1-S2 note.beamedBoth1-L3 note.beamedLeft1-S3 note.beamedRight1-L4,count_mismatch
package_ab/150200722-1_1_1/150200722-1_1_1.png,13,14,note.half-L2 note.half-L2 note.half-L4 note.half-L3 note.half-S2,count_mismatch
package_ab/211007103-1_8_1/211007103-1_8_1.png,24,18,note.beamedRight1-S0 note.beamedBoth3-L-1 note.beamedRight1-S0 note.beamedBoth3-L-1 note.beamedRight1-S0,count_mismatch
package_ab/220014623-1_1_1/220014623-1_1_1.png,13,14,note.quarter-S3 note.half-L5 note.quarter-S3 note.quarter-S3 note.half-S4,count_mismatch
package_ab/220000843-1_1_1/220000843-1_1_1.png,17,18,note.half-L3 note.beamedRight1-S2 note.beamedLeft1-L4 note.half-L2 note.eighth-L2,count_mismatch
package_aa/100501275-1_1_1/100501275-1_1_1.png,6,7,note.eighth-L-1 note.half-S-1 note.eighth-S0 note.half-S0 note.eighth-L1,count_mismatch
package_ab/190009386-1_1_1/190009386-1_1_1.png,11,12,note.half-S1 note.half-L0 note.beamedRight1-S1 note.beamedBoth1-S1 note.beamedLeft1-S1,count_mismatch
package_ab/190019664-1_1_1/190019664-1_1_1.png,11,12,note.half-S0 note.half-S1 note.quarter-S2 note.quarter-L4 note.beamedRight1-S2,count_mismatch
package_aa/000118927-1_1_1/000118927-1_1_1.png,20,21,note.half-S0 note.half-S1 note.quarter-S2 note.quarter-S2 note.quarter-S2,count_mismatch
package_aa/000111569-1_1_1/000111569-1_1_1.png,10,9,note.half-S2 note.half-S2 note.half-S0 note.half-L1 note.half-S1,count_mismatch
package_ab/201111135-1_1_1/201111135-1_1_1.png,7,8,note.half-S0 note.half-L2 note.half-S2 note.half-L3 note.half-S4,count_mismatch
package_ab/211003016-1_1_1/211003016-1_1_1.png,13,14,note.half-S2 note.quarter-S1 note.quarter-S1 note.quarter-S1 note.half-S1,count_mismatch
package_aa/000120872-1_1_1/000120872-1_1_1.png,16,15,note.quarter-S1 note.quarter-L3 note.quarter-S2 note.quarter-L3 note.quarter-S3,count_mismatch
package_ab/211004614-1_3_1/211004614-1_3_1.png,7,8,note.whole-L6 note.half-S5 note.half-L5 note.half-S5 note.half-S4,count_mismatch
package_ab/230002203-1_2_1/230002203-1_2_1.png,7,8,note.half-L1 note.half-L2 note.half-L3 note.half-S1 note.half-L2,count_mismatch
package_ab/220020006-1_1_1/220020006-1_1_1.png,13,14,note.half-L4 note.half-S2 note.whole-S1 note.half-S2 note.half-S1,count_mismatch
package_ab/230002338-1_5_1/230002338-1_5_1.png,7,8,note.half-L5 note.half-L4 note.half-S4 note.half-L5 note.half-L6,count_mismatch
package_aa/110001316-1_8_1/110001316-1_8_1.png,12,13,note.half-S4 note.half-S4 note.half-S4 note.half-S4 note.whole-S5,count_mismatch
package_ab/211002399-1_1_1/211002399-1_1_1.png,0,3,note.whole-S0 note.whole-S0 note.half-S0,count_mismatch
package_aa/000123583-1_1_1/000123583-1_1_1.png,21,22,note.quarter-L3 note.eighth-S3 note.eighth-L4 note.half-L2 note.quarter-L4,count_mismatch
package_ab/220000584-1_3_1/220000584-1_3_1.png,11,12,note.half-L1 note.half-L1 note.half-L1 note.whole-S2 note.half-S1,count_mismatch
package_ab/190005788-1_1_1/190005788-1_1_1.png,11,12,note.whole-L2 note.half-L1 note.half-S0 note.beamedRight1-L1 note.beamedBoth1-S0,count_mismatch
package_aa/100501013-1_2_3/100501013-1_2_3.png,14,15,note.half-S2 note.half-S2 note.whole-L3 note.half-S2 note.whole-L4,count_mismatch
package_ab/220034024-1_2_1/220034024-1_2_1.png,11,12,note.quarter-S2 note.quarter-S4 note.quarter-S4 note.quarter-L5 note.quarter-S5,count_mismatch
package_aa/000120044-1_2_1/000120044-1_2_1.png,13,12,note.quarter-S4 note.quarter-S4 note.quarter-S3 note.half-L4 note.quarter-L4,count_mismatch
package_ab/211002965-1_1_1/211002965-1_1_1.png,10,11,note.whole-L3 note.whole-S2 note.whole-L3 note.whole-L4 note.whole-S4,count_mismatch
package_ab/201002909-1_1_1/201002909-1_1_1.png,14,16,note.half-S0 note.beamedRight2-L5 note.beamedBoth2-S4 note.beamedLeft2-L4 note.beamedRight2-S3,count_mismatch
package_aa/100500951-1_1_2/100500951-1_1_2.png,8,11,note.whole-S0 note.half-L2 note.half-S0 note.half-L2 note.half-L4,count_mismatch
package_ab/230002044-1_1_1/230002044-1_1_1.png,8,9,note.half-S3 note.half-S3 note.half-L3 note.half-S3 note.half-L2,count_mismatch
package_ab/230001362-1_6_1/230001362-1_6_1.png,7,8,note.whole-S4 note.half-S4 note.half-L4 note.half-S3 note.half-L3,count_mismatch
package_ab/210000063-1_6_1/210000063-1_6_1.png,8,9,note.half-S2 note.half-S2 note.half-S2 note.half-L4 note.half-L5,count_mismatch
package_aa/110000773-1_1_1/110000773-1_1_1.png,6,7,note.whole-S4 note.half-S4 note.half-S4 note.half-L4 note.half-S3,count_mismatch
package_ab/190005920-1_1_1/190005920-1_1_1.png,14,16,note.quarter-S4 note.half-L6 note.quarter-S4 note.beamedRight1-L5 note.beamedLeft1-S4,count_mismatch
package_aa/000104129-1_5_1/000104129-1_5_1.png,12,13,note.half-S0 note.quarter-L1 note.quarter-S1 note.quarter-L2 note.quarter-L1,count_mismatch
package_ab/211003462-1_6_1/211003462-1_6_1.png,8,9,note.whole-L4 note.half-L4 note.whole-S3 note.half-S3 note.whole-L4,count_mismatch
package_aa/000107813-1_2_1/000107813-1_2_1.png,16,18,note.quarter-L2 note.quarter-S1 note.quarter-L2 note.half-S0 note.quarter-L3,count_mismatch
package_aa/110001803-1_1_1/110001803-1_1_1.png,13,9,note.beamedRight1-L3 note.beamedBoth2-L3 note.beamedRight1-L5 note.beamedLeft1-L5 note.beamedRight2-L5,count_mismatch
package_aa/000137989-1_1_1/000137989-1_1_1.png,9,10,note.half-L0 note.half-S3 note.half-S3 note.quarter-L3 note.quarter-S2,count_mismatch
package_ab/212003664-1_4_2/212003664-1_4_2.png,5,6,note.whole-S4 note.whole-L3 note.whole-S5 note.whole-S4 note.whole-S6,count_mismatch
package_aa/000141875-1_1_1/000141875-1_1_1.png,11,12,note.half-L2 note.half-S1 note.half-L2 note.half-L0 note.half-S0,count_mismatch
package_ab/220000172-1_3_2/220000172-1_3_2.png,14,15,note.quarter-S3 note.half-L5 note.quarter-S3 note.quarter-L5 note.half-L6,count_mismatch
package_ab/201003105-1_1_1/201003105-1_1_1.png,9,10,note.half-S0 note.half-L3 note.beamedRight1-L3 note.beamedLeft1-L3 note.beamedRight1-L3,count_mismatch
package_aa/000141872-1_1_1/000141872-1_1_1.png,7,9,note.half-L3 note.whole-S4 note.half-L4 note.whole-S3 note.half-S3,count_mismatch
package_ab/230001698-1_1_1/230001698-1_1_1.png,10,16,note.quarter-S4 note.quarter-S4 note.quarter-S4 note.half-S4 note.quarter-S4,count_mismatch
package_ab/220030196-1_1_1/220030196-1_1_1.png,7,8,note.whole-S3 note.quarter-L2 note.quarter-S3 note.half-L3 note.quarter-L1,count_mismatch
